Day,Camera,Site,Box Number,Image Number,Tile Number,Fish ID,Length,Notes,,,
2021,1,C,1,7091,19,bicolor damsel (Stegastes partitus),5.374,,,,
2021,1,C,1,7093,19,redband parrot juvenile (Sparisoma aurofrenatum),3.977,,,,
2021,1,C,1,7093,19,redband parrot juvenile (Sparisoma aurofrenatum),2.288,,,,
2021,1,C,1,7093,19,redband parrot juvenile (Sparisoma aurofrenatum),2.736,,,,
2021,1,C,1,7099,91,foureye butterfly (Chaetodon capistratus),9.308,,,,
2021,1,C,1,7100,91,bicolor damsel juvenile (Stegastes partitus),3.731,,,,
2021,1,C,1,7100,91,fish sp 1,3.418,"could be saddled blenny (Malacoctenus triangulatus), white with lateral line of big black spots that blend together towards head, in top right corner of photo near staghorn coral",,,
2021,1,C,1,7105,84,bicolor damsel juvenile (Stegastes partitus),3.145,,,,
2021,1,C,1,7107,84,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.000,midbody stripe variation with yellow back,,,
2021,1,C,1,7107,84,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.320,midbody stripe variation with yellow back,,,
2021,1,C,1,7107,84,bicolor damsel juvenile (Stegastes partitus),2.886,,,,
2021,1,C,1,7107,84,yellowhead wrasse juvenile (Halichoeres garnoti),3.787,,,,
2021,1,C,1,7107,84,stoplight parrot juvenile (Sparisoma viride),9.516,,,,
2021,1,C,1,7116,54,damsel sp 1 (Pomacentridae sp.),7.984,"could be threespot damsel (Stegastes planifrons), dark brownish in color, end of caudal fin is a little lighter, has two really tiny white specks (one on top of dorsal fin and one on the side of its body), couldn't identify due to angle of fish",,,
2021,1,C,1,7121,98,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.171,all yellow variation ,,,
2021,1,C,1,7124,98,bicolor damsel juvenile (Stegastes partitus),2.658,,,,
2021,1,C,1,7141,99,damsel sp 1 (Pomacentridae sp.),7.468,"could be threespot damsel (Stegastes planifrons), dark brownish in color, end of caudal fin is a little lighter, has two really tiny specks of white (one on top of dorsal fin and one on the side of its body), couldn't identify due to angle of fish",,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.350,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.534,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.129,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.383,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.502,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.837,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.077,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.923,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.569,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.138,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.336,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.936,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.318,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.997,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.732,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.359,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.537,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.901,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.380,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.874,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.409,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.958,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.545,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.065,all yellow variation ,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.772,all yellow variation ,,,
2021,1,C,1,7144,99,damsel sp 1 (Pomacentridae sp.),7.345,"could be threespot damsel (Stegastes planifrons), dark brownish in color, end of caudal fin is a little lighter, has a really tiny speck of white on top of dorsal fin, couldn't identify due to angle of fish",,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.227,midbody stripe variation with yellow back,,,
2021,1,C,1,7144,99,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.460,midbody stripe variation with yellow back,,,
2021,1,C,1,7144,99,stoplight parrot juvenile (Sparisoma viride),4.643,,,,
2021,1,C,1,7144,99,striped parrot juvenile/initial phase (Scarus iseri),8.145,,,,
2021,1,C,1,7144,99,yellowhead wrasse initial phase (Halichoeres garnoti),7.713,,,,
2021,1,C,1,7144,99,yellowhead wrasse juvenile (Halichoeres garnoti),4.600,,,,
2021,1,C,1,7144,99,yellowhead wrasse initial phase (Halichoeres garnoti),8.203,,,,
2021,1,C,1,7144,99,redband parrot juvenile (Sparisoma aurofrenatum),4.129,,,,
2021,1,C,1,7145,99,stoplight parrot juvenile (Sparisoma viride),6.943,,,,
2021,1,C,1,7148,40,spotlight parrot juvenile (Sparisoma viride),7.861,,,,
2021,1,C,1,7165,17,bicolor damsel juvenile (Stegastes partitus),4.213,,,,
2021,1,C,1,7167,17,bicolor damsel juvenile (Stegastes partitus),1.960,,,,
2021,1,C,1,7167,17,bicolor damsel (Stegastes partitus),5.115,,,,
2021,1,C,1,7174,44,bicolor damsel (Stegastes partitus),4.842,,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.563,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.942,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.132,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.167,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.870,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.828,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.563,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.371,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.121,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.014,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.499,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.692,all yellow variation ,,,
2021,1,C,1,7178,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.823,all yellow variation ,,,
2021,1,C,1,7179,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.836,midbody stripe variation with yellow back,,,
2021,1,C,1,7179,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.854,midbody stripe variation with yellow back,,,
2021,1,C,1,7179,79,parrot sp 1 (Scaridae sp.),2.301,"could be redband parrot juvenile (Sparisoma aurofrenatum), but too small/blurry to identify ",,,
2021,1,C,1,7179,79,parrot sp 1 (Scaridae sp.),2.719,"could be redband parrot juvenile (Sparisoma aurofrenatum), but too small/blurry to identify ",,,
2021,1,C,1,7179,79,parrot sp 2 (Scaridae sp.),3.379,"could be striped parrot juvenile/initial phase (Scarus iseri), but too small/blurry to identify ",,,
2021,1,C,1,7194,59,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.742,all yellow variation ,,,
2021,1,C,1,7194,59,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.654,all yellow variation ,,,
2021,1,C,1,7194,59,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.006,all yellow variation ,,,
2021,1,C,1,7194,59,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.980,all yellow variation ,,,
2021,1,C,1,7194,59,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.067,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.058,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),0.921,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.045,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.271,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.302,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.683,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.215,all yellow variation ,,,
2021,1,C,1,7197,32,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.126,all yellow variation ,,,
2021,1,C,1,7214,99,damsel sp./individual #1 (Pomacentridae sp.),7.407,"dark in color, couldn't identify due to angle of fish",,,
2021,1,C,1,7257,32,bicolor damsel juvenile (Stegastes partitus),3.684,,,,
2021,1,C,1,7263,59,bicolor damsel (Stegastes partitus),5.034,,,,
2021,1,C,1,7268,39,bicolor damsel (Stegastes partitus),5.233,,,,
2021,1,C,1,7268,39,bicolor damsel juvenile (Stegastes partitus),1.535,,,,
2021,1,C,1,7268,39,bicolor damsel juvenile (Stegastes partitus),2.457,,,,
2021,1,C,1,7270,39,bicolor damsel (Stegastes partitus),5.316,,,,
2021,1,C,1,7276,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.225,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.491,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.424,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.073,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.114,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.785,all yellow variation ,,,
2021,1,C,1,7279,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.287,all yellow variation ,,,
2021,1,C,1,7281,60,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.256,all yellow variation ,,,
2021,1,C,1,7281,60,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.461,all yellow variation ,,,
2021,1,C,1,7281,60,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.959,all yellow variation ,,,
2021,1,C,1,7281,60,bicolor damsel juvenile (Stegastes partitus),1.712,,,,
2021,1,C,1,7281,60,bicolor damsel juvenile (Stegastes partitus),2.902,,,,
2021,1,C,1,7291,39,wrasse sp./individual #1 (Labridae sp.),3.783,,,,
2021,1,C,1,7291,39,wrasse sp./individual #2 (Labridae sp.),3.432,,,,
2021,1,C,1,7291,39,wrasse sp./individual #3 (Labridae sp.),2.578,,,,
2021,1,C,1,7292,39,wrasse sp./individual #1 (Labridae sp.),2.944,,,,
2021,1,C,1,7292,39,wrasse sp./individual #2 (Labridae sp.),2.642,,,,
2021,1,C,1,7292,39,bicolor damsel juvenile (Stegastes partitus),2.269,,,,
2021,1,C,1,7293,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.641,all yellow variation ,,,
2021,1,C,1,7293,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.759,all yellow variation ,,,
2021,1,C,1,7293,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.006,all yellow variation ,,,
2021,1,C,1,7293,39,bicolor damsel juvenile (Stegastes partitus),3.834,,,,
2021,1,C,1,7293,39,bicolor damsel juvenile (Stegastes partitus),3.993,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),14.885,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),12.040,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),12.545,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),13.288,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),11.121,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),12.232,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),11.406,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),10.556,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),13.620,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),9.937,,,,
2021,1,C,1,7332,23,french grunt (Haemulon flavolineatum),10.970,,,,
2021,1,C,1,7333,23,french grunt (Haemulon flavolineatum),15.546,,,,
2021,1,C,1,7333,23,french grunt (Haemulon flavolineatum),16.194,,,,
2021,1,C,1,7333,23,french grunt (Haemulon flavolineatum),15.116,,,,
2021,1,C,1,7333,23,brown chromis (Chromis multilineata),13.659,,,,
2021,1,C,1,7333,23,brown chromis (Chromis multilineata),11.799,,,,
2021,1,C,1,7335,23,french grunt (Haemulon flavolineatum),18.440,,,,
2021,1,C,1,7335,23,orangespotted filefish (Cantherhines pullus),9.356,,,,
2021,1,C,1,7337,23,longspine squirrelfish (Holocentrus rufus),18.697,,,,
2021,1,C,1,7339,23,brown chromis (Chromis multilineata),12.476,,,,
2021,1,C,1,7339,23,brown chromis (Chromis multilineata),12.458,,,,
2021,1,C,1,7339,23,brown chromis (Chromis multilineata),12.236,,,,
2021,1,C,1,7339,23,ocean surgeonfish (Acanthurus tractus),18.297,dark color phase,,,
2021,1,C,1,7357,93,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.456,all yellow variation ,,,
2021,1,C,1,7357,93,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.829,all yellow variation ,,,
2021,1,C,1,7357,93,bicolor damsel juvenile (Stegastes partitus),1.878,,,,
2021,1,C,1,7357,93,yellowhead wrasse initial phase (Halichoeres garnoti),6.364,,,,
2021,1,C,1,7359,93,bicolor damsel juvenile (Stegastes partitus),2.729,,,,
2021,1,C,1,7359,93,bicolor damsel juvenile (Stegastes partitus),2.440,,,,
2021,1,C,1,7388,55,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.075,all yellow variation ,,,
2021,1,C,1,7388,55,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.953,all yellow variation ,,,
2021,1,C,1,7388,55,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.577,all yellow variation ,,,
2021,1,C,1,7388,55,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.401,all yellow variation ,,,
2021,1,C,1,7388,55,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.825,all yellow variation ,,,
2021,1,C,1,7388,55,bicolor damsel (Stegastes partitus),5.794,,,,
2021,1,C,1,7405,77,bicolor damsel (Stegastes partitus),6.915,,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.318,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.826,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.230,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.304,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.465,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.116,all yellow variation ,,,
2021,1,C,1,7406,77,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.270,all yellow variation ,,,
2021,1,C,1,7413,9,sharpnose puffer (Canthigaster rostrata),3.137,,,,
2021,1,C,1,7413,9,blue chromis (Chromis cyanea),8.122,,,,
2021,1,C,1,7415,9,longspine squirrelfish (Holocentrus rufus),17.546,,,,
2021,1,C,1,7420,23,ocean surgeonfish (Acanthurus tractus),21.441,dark color phase,,,
2021,1,C,1,7421,23,brown chromis (Chromis multilineata),9.105,,,,
2021,1,C,1,7421,23,french grunt (Haemulon flavolineatum),17.974,,,,
2021,1,C,1,7421,23,brown chromis (Chromis multilineata),12.137,,,,
2021,1,C,1,7436,35,orangespotted filefish (Cantherhines pullus),11.084,,,,
2021,1,C,1,7436,35,sharpnose puffer (Canthigaster rostrata),5.909,,,,
2021,1,C,1,7438,35,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.814,all yellow variation ,,,
2021,1,C,1,7438,35,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.008,all yellow variation ,,,
2021,1,C,1,7438,35,white grunt (Haemulon plumierii),19.160,,,,
2021,1,C,1,7438,35,caeser grunt (Haemulon carbonarium),21.814,,,,
2021,1,C,1,7439,35,french grunt (Haemulon flavolineatum),19.273,,,,
2021,1,C,1,7439,35,brown chromis (Chromis multilineata),14.577,,,,
2021,1,C,1,7439,35,smooth trunkfish (Lactophrys triqueter),9.367,,,,
2021,1,C,1,7444,1,redband parrotfish initial phase (Sparisoma aurofrenatum),20.860,,,,
2021,1,C,1,7447,1,sharpnose puffer (Canthigaster rostrata),4.547,,,,
2021,1,C,1,7456,79,orangespotted filefish (Cantherhines pullus),7.920,,,,
2021,1,C,1,7460,36,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.147,all yellow variation ,,,
2021,1,C,1,7460,36,damsel sp 1 (Pomacentridae sp.),5.763,"could be threespot damsel (Stegastes planifrons), dark brownish in color, end of caudal fin is a little lighter, has a really tiny speck of white on top of dorsal fin, couldn't identify due to angle of fish",,,
2021,1,C,1,7464,36,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.268,all yellow variation ,,,
2021,1,C,1,7464,36,bicolor damsel juvenile (Stegastes partitus),2.344,,,,
2021,1,C,1,7466,36,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.442,all yellow variation ,,,
2021,1,C,1,7466,36,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.043,all yellow variation ,,,
2021,1,C,1,7466,36,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.096,all yellow variation ,,,
2021,1,C,1,7474,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.407,all yellow variation ,,,
2021,1,C,1,7474,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.733,all yellow variation ,,,
2021,1,C,1,7481,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.382,all yellow variation ,,,
2021,1,C,1,7481,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),10.506,all yellow variation ,,,
2021,1,C,1,7483,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.960,all yellow variation ,,,
2021,1,C,1,7485,3,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.022,all yellow variation ,,,
2021,1,C,1,7500,60,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.079,all yellow variation ,,,
2021,1,C,1,7500,60,bicolor damsel juvenile (Stegastes partitus),2.249,,,,
2021,1,C,1,7500,60,bicolor damsel juvenile (Stegastes partitus),3.514,,,,
2021,1,C,1,7500,60,bicolor damsel juvenile (Stegastes partitus),4.404,,,,
2021,1,C,1,7500,60,striped parrot juvenile/initial phase (Scarus iseri),5.479,,,,
2021,1,C,1,7500,60,striped parrot juvenile/initial phase (Scarus iseri),3.091,,,,
2021,1,C,1,7500,60,striped parrot juvenile/initial phase (Scarus iseri),2.063,,,,
2021,1,C,1,7500,60,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.767,midbody stripe variation with yellow back,,,
2021,1,C,1,7500,60,wrasse sp./individual #1 (Labridae sp.),2.472,too small/blurry to identify ,,,
2021,1,C,1,7506,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.068,all yellow variation ,,,
2021,1,C,1,7506,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.909,all yellow variation ,,,
2021,1,C,1,7506,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.853,all yellow variation ,,,
2021,1,C,1,7506,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.989,all yellow variation ,,,
2021,1,C,1,7506,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.171,all yellow variation ,,,
2021,1,C,1,7507,79,slippery dick juvenile (Halichoeres bivittatus),5.986,,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.204,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.203,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.068,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.102,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),0.619,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),0.814,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.698,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.251,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.087,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.054,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.640,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.640,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.306,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.204,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.623,all yellow variation ,,,
2021,1,C,1,7509,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.218,all yellow variation ,,,
2021,1,C,1,7509,79,bicolor damsel juvenile (Stegastes partitus),2.637,,,,
2021,1,C,1,7510,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.559,all yellow variation ,,,
2021,1,C,1,7510,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.460,all yellow variation ,,,
2021,1,C,1,7510,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.252,all yellow variation ,,,
2021,1,C,1,7510,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.215,all yellow variation ,,,
2021,1,C,1,7510,79,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.656,all yellow variation ,,,
2021,1,C,1,7519,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.590,all yellow variation ,,,
2021,1,C,1,7519,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.296,all yellow variation ,,,
2021,1,C,1,7522,44,bicolor damsel (Stegastes partitus),5.187,,,,
2021,1,C,1,7522,44,bicolor damsel (Stegastes partitus),5.955,,,,
2021,1,C,1,7533,94,bicolor damsel (Stegastes partitus),6.273,,,,
2021,1,C,1,7544,19,bicolor damsel (Stegastes partitus),6.154,,,,
2021,1,C,1,7550,17,bicolor damsel (Stegastes partitus),6.869,,,,
2021,1,C,1,7553,17,bicolor damsel (Stegastes partitus),5.369,,,,
2021,1,C,1,7554,17,bicolor damsel juvenile (Stegastes partitus),1.269,,,,
2021,1,C,1,7554,17,bicolor damsel juvenile (Stegastes partitus),3.112,,,,
2021,1,C,1,7566,39,bicolor damsel juvenile (Stegastes partitus),2.846,,,,
