,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
177,178,9,11,1977,18,DM,M,33.0,44.0
178,179,9,11,1977,12,DM,M,37.0,44.0
179,180,9,11,1977,6,DM,M,34.0,36.0
180,181,9,11,1977,20,DM,M,35.0,33.0
182,183,9,11,1977,5,DM,F,37.0,46.0
185,186,9,11,1977,19,DM,F,34.0,35.0
186,187,9,12,1977,17,DM,M,36.0,46.0
188,189,9,12,1977,17,DM,F,33.0,37.0
189,190,9,12,1977,7,DM,M,36.0,34.0
191,192,9,12,1977,4,DM,F,36.0,45.0
195,196,9,12,1977,7,PF,F,15.0,7.0
196,197,9,12,1977,14,DM,M,37.0,51.0
197,198,9,12,1977,4,DM,M,35.0,39.0
198,199,9,12,1977,11,DM,M,36.0,29.0
201,202,9,12,1977,17,DM,F,32.0,48.0
202,203,9,12,1977,11,DM,M,38.0,46.0
203,204,9,12,1977,16,DM,F,37.0,41.0
207,208,9,12,1977,14,DM,M,37.0,45.0
208,209,9,12,1977,17,DM,F,35.0,42.0
209,210,9,12,1977,11,DM,F,36.0,53.0
212,213,9,12,1977,14,DM,F,35.0,49.0
214,215,9,12,1977,14,DM,F,36.0,46.0
215,216,9,12,1977,4,PF,F,13.0,9.0
216,217,9,13,1977,3,PP,F,19.0,15.0
217,218,9,13,1977,1,PF,M,13.0,4.0
218,219,9,13,1977,13,DM,M,36.0,48.0
225,226,9,13,1977,2,DM,M,37.0,51.0
227,228,9,13,1977,9,DM,M,38.0,50.0
228,229,9,13,1977,13,DM,M,35.0,44.0
232,233,9,13,1977,2,DM,M,25.0,44.0
233,234,9,13,1977,9,DM,M,35.0,45.0
234,235,9,13,1977,13,DM,F,37.0,45.0
237,238,9,13,1977,2,PE,M,20.0,19.0
241,242,9,13,1977,2,OX,M,19.0,22.0
242,243,10,16,1977,6,DM,F,38.0,44.0
243,244,10,16,1977,22,DM,F,36.0,42.0
244,245,10,16,1977,2,DM,M,37.0,39.0
245,246,10,16,1977,13,DM,M,37.0,47.0
248,249,10,16,1977,13,DM,M,36.0,42.0
250,251,10,16,1977,2,DM,M,36.0,49.0
252,253,10,16,1977,20,DM,M,38.0,39.0
253,254,10,16,1977,20,DM,F,36.0,43.0
254,255,10,16,1977,18,DM,M,35.0,50.0
255,256,10,16,1977,6,DM,M,36.0,41.0
256,257,10,16,1977,2,DM,M,37.0,47.0
257,258,10,16,1977,18,DM,F,36.0,37.0
258,259,10,16,1977,2,DM,M,36.0,41.0
259,260,10,16,1977,22,DM,F,36.0,36.0
260,261,10,16,1977,6,DM,M,36.0,45.0
261,262,10,16,1977,20,PE,M,19.0,20.0
262,263,10,16,1977,1,DM,M,37.0,40.0
264,265,10,16,1977,9,DM,M,38.0,49.0
267,268,10,16,1977,2,DM,F,36.0,55.0
268,269,10,16,1977,6,DM,M,37.0,46.0
269,270,10,16,1977,1,DM,F,36.0,38.0
272,273,10,16,1977,9,DM,M,37.0,44.0
273,274,10,16,1977,2,OL,F,20.0,21.0
274,275,10,16,1977,20,DM,M,37.0,41.0
279,280,10,16,1977,18,DM,M,37.0,46.0
282,283,10,16,1977,6,DM,M,34.0,36.0
283,284,10,16,1977,13,DM,M,37.0,44.0
284,285,10,16,1977,1,DM,M,36.0,53.0
286,287,10,17,1977,17,DM,M,38.0,41.0
287,288,10,17,1977,17,DM,M,37.0,48.0
288,289,10,17,1977,14,DM,M,38.0,47.0
291,292,10,17,1977,3,DO,F,36.0,33.0
292,293,10,17,1977,4,DM,F,36.0,42.0
293,294,10,17,1977,3,DO,F,37.0,50.0
294,295,10,17,1977,11,DM,M,36.0,41.0
297,298,10,17,1977,19,DM,M,36.0,49.0
301,302,10,17,1977,19,DM,F,36.0,44.0
302,303,10,17,1977,3,DM,M,36.0,31.0
303,304,10,17,1977,21,DM,M,37.0,40.0
304,305,10,17,1977,14,DM,F,35.0,40.0
305,306,10,17,1977,16,DM,M,33.0,23.0
306,307,10,17,1977,19,DM,M,36.0,42.0
310,311,10,17,1977,19,RM,M,18.0,13.0
311,312,10,17,1977,11,DM,F,36.0,42.0
312,313,10,17,1977,19,DM,M,35.0,31.0
314,315,10,17,1977,3,DM,M,36.0,39.0
315,316,10,17,1977,15,DM,M,37.0,48.0
316,317,10,17,1977,17,DO,F,32.0,48.0
317,318,10,17,1977,17,DM,M,33.0,29.0
318,319,10,17,1977,14,DM,M,36.0,45.0
319,320,10,17,1977,17,DM,F,35.0,39.0
322,323,10,17,1977,17,DO,F,33.0,31.0
329,330,10,18,1977,5,DM,M,37.0,43.0
331,332,10,18,1977,12,PF,M,16.0,8.0
333,334,10,18,1977,5,DM,F,37.0,45.0
335,336,10,18,1977,12,DM,M,36.0,40.0
336,337,10,18,1977,8,DO,F,35.0,41.0
337,338,10,18,1977,12,DM,M,37.0,41.0
339,340,10,18,1977,12,DM,F,36.0,39.0
341,342,10,18,1977,16,DM,M,34.0,25.0
344,345,11,12,1977,22,DM,F,34.0,45.0
345,346,11,12,1977,2,DM,F,37.0,36.0
346,347,11,12,1977,6,DM,F,38.0,40.0
347,348,11,12,1977,13,DM,M,36.0,44.0
349,350,11,12,1977,2,DM,M,37.0,47.0
351,352,11,12,1977,1,DM,M,36.0,40.0
353,354,11,12,1977,2,DM,M,38.0,44.0
355,356,11,12,1977,1,DO,F,32.0,44.0
356,357,11,12,1977,9,DS,F,50.0,117.0
357,358,11,12,1977,13,PF,F,16.0,7.0
358,359,11,12,1977,18,DM,M,36.0,40.0
359,360,11,12,1977,20,DM,F,35.0,39.0
360,361,11,12,1977,2,DM,F,36.0,40.0
361,362,11,12,1977,1,DS,F,51.0,121.0
363,364,11,12,1977,9,DM,M,37.0,46.0
364,365,11,12,1977,1,DM,F,38.0,35.0
366,367,11,12,1977,20,DS,M,51.0,115.0
367,368,11,12,1977,9,PF,F,16.0,7.0
368,369,11,12,1977,20,DM,F,36.0,39.0
369,370,11,12,1977,9,DM,M,35.0,40.0
370,371,11,12,1977,13,DM,M,36.0,40.0
371,372,11,12,1977,22,DM,F,36.0,35.0
372,373,11,12,1977,6,DM,M,34.0,36.0
373,374,11,12,1977,18,DM,M,37.0,44.0
374,375,11,12,1977,9,PF,F,15.0,6.0
375,376,11,12,1977,1,PF,F,15.0,7.0
376,377,11,12,1977,9,DS,F,48.0,120.0
377,378,11,12,1977,1,DO,M,33.0,48.0
378,379,11,13,1977,14,DM,M,36.0,44.0
379,380,11,13,1977,17,DM,F,33.0,38.0
380,381,11,13,1977,17,DS,F,48.0,118.0
381,382,11,13,1977,17,DM,M,37.0,40.0
382,383,11,13,1977,11,DS,F,52.0,126.0
383,384,11,13,1977,11,DM,M,36.0,37.0
384,385,11,13,1977,17,DS,M,50.0,132.0
387,388,11,13,1977,11,DM,F,36.0,39.0
390,391,11,13,1977,11,PF,M,15.0,7.0
391,392,11,13,1977,11,DS,F,53.0,122.0
393,394,11,13,1977,4,DS,F,48.0,107.0
394,395,11,13,1977,14,DM,M,36.0,43.0
395,396,11,13,1977,14,DM,F,36.0,40.0
396,397,11,13,1977,17,RM,F,16.0,7.0
397,398,11,13,1977,4,DS,F,50.0,115.0
398,399,11,13,1977,17,DM,F,36.0,39.0
403,404,11,14,1977,12,DM,M,37.0,40.0
406,407,11,14,1977,5,DS,F,50.0,116.0
407,408,11,14,1977,8,PF,F,9.0,6.0
408,409,11,14,1977,12,DM,F,36.0,38.0
409,410,11,14,1977,5,DS,M,53.0,137.0
410,411,11,14,1977,5,DM,M,36.0,42.0
411,412,11,14,1977,5,DS,M,52.0,126.0
412,413,11,14,1977,8,DS,F,49.0,112.0
413,414,11,14,1977,8,DO,F,34.0,39.0
414,415,11,14,1977,5,DM,F,36.0,41.0
419,420,12,10,1977,13,DM,F,38.0,48.0
420,421,12,10,1977,9,DS,F,51.0,121.0
421,422,12,10,1977,2,DM,F,37.0,42.0
422,423,12,10,1977,13,DM,M,36.0,42.0
423,424,12,10,1977,2,DM,M,37.0,52.0
424,425,12,10,1977,20,DM,F,36.0,38.0
425,426,12,10,1977,22,DM,M,36.0,45.0
426,427,12,10,1977,2,DM,F,37.0,37.0
427,428,12,10,1977,9,DO,F,33.0,40.0
429,430,12,10,1977,9,PF,F,15.0,7.0
432,433,12,10,1977,9,DM,M,38.0,44.0
433,434,12,10,1977,13,PF,F,16.0,7.0
435,436,12,10,1977,18,DM,F,37.0,33.0
436,437,12,10,1977,18,DM,F,37.0,38.0
437,438,12,10,1977,2,DM,M,36.0,47.0
438,439,12,10,1977,20,DM,F,36.0,39.0
439,440,12,10,1977,1,PF,F,16.0,7.0
442,443,12,10,1977,13,DM,M,35.0,42.0
443,444,12,10,1977,6,DM,M,38.0,36.0
446,447,12,10,1977,18,DM,M,37.0,44.0
447,448,12,10,1977,20,DS,M,51.0,116.0
448,449,12,10,1977,2,DM,M,35.0,43.0
449,450,12,10,1977,1,DO,M,33.0,45.0
450,451,12,10,1977,9,DS,F,51.0,116.0
452,453,12,10,1977,9,DM,M,36.0,42.0
453,454,12,10,1977,1,DM,F,36.0,38.0
460,461,12,11,1977,14,DM,M,36.0,41.0
461,462,12,11,1977,17,DM,M,36.0,40.0
462,463,12,11,1977,4,DS,M,49.0,134.0
463,464,12,11,1977,5,DS,M,49.0,139.0
465,466,12,11,1977,4,DS,F,51.0,118.0
466,467,12,11,1977,8,DO,F,32.0,41.0
467,468,12,11,1977,11,DM,M,35.0,37.0
469,470,12,11,1977,4,PF,M,15.0,6.0
471,472,12,11,1977,11,DS,F,49.0,127.0
473,474,12,11,1977,8,PF,F,15.0,6.0
476,477,12,11,1977,17,DS,F,47.0,115.0
478,479,12,11,1977,14,DM,F,36.0,40.0
479,480,12,11,1977,14,DS,F,47.0,114.0
480,481,12,11,1977,17,DM,F,35.0,37.0
481,482,12,11,1977,17,DM,M,37.0,46.0
482,483,12,11,1977,8,DS,M,49.0,149.0
483,484,12,11,1977,11,DM,F,37.0,38.0
484,485,12,11,1977,11,DS,M,52.0,127.0
486,487,12,11,1977,12,DM,F,38.0,36.0
487,488,12,11,1977,12,DM,M,37.0,41.0
489,490,12,11,1977,14,DM,M,37.0,44.0
490,491,12,11,1977,11,DS,M,48.0,138.0
491,492,12,11,1977,12,DS,M,49.0,110.0
492,493,12,11,1977,4,DS,F,49.0,110.0
495,496,12,11,1977,17,DM,F,36.0,37.0
497,498,12,11,1977,3,PF,M,16.0,7.0
498,499,12,11,1977,11,DS,F,51.0,121.0
501,502,12,11,1977,5,DM,F,36.0,43.0
504,505,1,8,1978,13,DM,M,36.0,43.0
506,507,1,8,1978,2,DM,M,35.0,44.0
507,508,1,8,1978,20,DM,F,36.0,36.0
509,510,1,8,1978,13,PF,F,16.0,8.0
510,511,1,8,1978,2,DM,M,36.0,38.0
511,512,1,8,1978,9,DS,F,48.0,122.0
513,514,1,8,1978,9,PF,M,16.0,7.0
515,516,1,8,1978,9,DM,M,38.0,46.0
516,517,1,8,1978,2,PE,M,26.0,22.0
517,518,1,8,1978,2,DM,M,36.0,38.0
518,519,1,8,1978,2,DM,M,38.0,48.0
519,520,1,8,1978,3,PF,M,15.0,7.0
520,521,1,8,1978,2,DM,M,36.0,43.0
521,522,1,8,1978,2,DM,F,37.0,35.0
522,523,1,8,1978,2,DM,M,36.0,43.0
524,525,1,8,1978,6,DM,M,34.0,36.0
525,526,1,8,1978,9,DS,F,51.0,117.0
526,527,1,8,1978,2,DM,F,37.0,37.0
527,528,1,8,1978,20,DS,M,51.0,122.0
528,529,1,8,1978,9,DM,M,36.0,43.0
529,530,1,8,1978,13,DM,M,37.0,42.0
537,538,1,9,1978,17,DM,M,36.0,40.0
538,539,1,9,1978,17,DM,F,34.0,37.0
539,540,1,9,1978,17,DS,F,47.0,117.0
540,541,1,9,1978,11,DM,M,36.0,40.0
541,542,1,9,1978,1,DM,M,36.0,40.0
542,543,1,9,1978,4,DS,M,49.0,132.0
544,545,1,9,1978,1,DM,F,38.0,36.0
547,548,1,9,1978,8,DS,M,53.0,150.0
548,549,1,9,1978,11,DM,M,38.0,44.0
549,550,1,9,1978,14,DM,F,36.0,40.0
550,551,1,9,1978,4,DS,F,50.0,126.0
551,552,1,9,1978,11,DS,F,51.0,122.0
552,553,1,9,1978,8,DS,F,50.0,136.0
554,555,1,9,1978,14,DS,F,48.0,116.0
555,556,1,9,1978,17,DM,F,36.0,38.0
556,557,1,9,1978,11,DM,F,37.0,39.0
557,558,1,9,1978,1,DS,F,49.0,135.0
558,559,1,9,1978,14,DM,M,36.0,46.0
559,560,1,9,1978,17,DS,M,50.0,133.0
560,561,1,9,1978,11,DS,M,53.0,136.0
563,564,1,10,1978,18,DS,F,51.0,141.0
565,566,1,10,1978,18,DM,F,36.0,38.0
566,567,1,10,1978,12,DM,F,36.0,35.0
571,572,1,10,1978,18,DM,M,38.0,51.0
573,574,1,10,1978,18,DM,F,34.0,33.0
574,575,1,10,1978,18,DM,M,38.0,47.0
575,576,1,10,1978,18,DM,M,36.0,49.0
584,585,2,18,1978,2,DS,M,53.0,157.0
585,586,2,18,1978,13,DM,M,35.0,51.0
588,589,2,18,1978,20,DM,F,39.0,38.0
589,590,2,18,1978,2,PF,F,16.0,7.0
591,592,2,18,1978,22,DM,M,39.0,45.0
592,593,2,18,1978,2,DM,M,38.0,52.0
593,594,2,18,1978,9,DM,M,38.0,50.0
594,595,2,18,1978,2,DM,M,37.0,51.0
596,597,2,18,1978,20,DM,F,33.0,39.0
598,599,2,18,1978,3,OT,F,15.0,23.0
599,600,2,18,1978,2,DM,F,37.0,40.0
600,601,2,18,1978,2,DM,M,36.0,41.0
601,602,2,18,1978,13,DM,M,37.0,46.0
603,604,2,18,1978,2,PE,M,22.0,25.0
606,607,2,19,1978,5,DM,F,36.0,39.0
607,608,2,19,1978,17,DM,F,34.0,42.0
609,610,2,19,1978,17,DM,M,37.0,39.0
610,611,2,19,1978,21,OT,F,20.0,23.0
613,614,2,19,1978,4,DS,F,49.0,124.0
614,615,2,19,1978,5,DS,F,49.0,114.0
615,616,2,19,1978,11,DM,M,36.0,44.0
616,617,2,19,1978,11,DM,M,38.0,48.0
618,619,2,19,1978,14,DM,F,39.0,44.0
619,620,2,19,1978,8,DS,F,49.0,132.0
621,622,2,19,1978,17,DS,F,46.0,137.0
623,624,2,19,1978,4,DM,M,35.0,39.0
624,625,2,19,1978,5,DM,F,35.0,56.0
625,626,2,19,1978,17,OL,F,20.0,35.0
629,630,2,19,1978,5,OT,F,18.0,22.0
630,631,2,19,1978,5,OT,M,20.0,25.0
632,633,2,19,1978,8,DS,M,55.0,154.0
634,635,2,20,1978,15,DM,M,38.0,49.0
635,636,2,20,1978,18,DM,F,36.0,44.0
636,637,2,20,1978,18,DM,F,38.0,35.0
637,638,2,20,1978,12,DM,F,37.0,36.0
638,639,2,20,1978,1,DM,F,35.0,39.0
639,640,2,20,1978,12,DS,F,50.0,133.0
640,641,2,20,1978,15,DM,M,38.0,50.0
641,642,2,20,1978,1,DM,M,36.0,43.0
642,643,2,20,1978,15,DM,F,35.0,40.0
643,644,2,20,1978,18,DM,M,38.0,45.0
644,645,2,20,1978,12,DM,M,38.0,44.0
645,646,2,20,1978,18,NL,M,32.0,228.0
646,647,2,20,1978,1,DS,F,52.0,144.0
647,648,2,20,1978,16,DM,F,37.0,46.0
648,649,2,20,1978,16,DM,M,35.0,48.0
649,650,3,11,1978,2,PF,F,15.0,7.0
650,651,3,11,1978,20,DM,M,38.0,45.0
651,652,3,11,1978,2,PF,M,14.0,8.0
652,653,3,11,1978,22,DS,F,47.0,133.0
653,654,3,11,1978,22,DM,F,37.0,40.0
654,655,3,11,1978,3,NL,M,32.0,232.0
655,656,3,11,1978,9,DS,F,49.0,128.0
656,657,3,11,1978,2,DS,M,54.0,153.0
657,658,3,11,1978,3,OT,F,21.0,22.0
658,659,3,11,1978,20,OT,F,20.0,21.0
659,660,3,11,1978,2,DM,M,37.0,53.0
661,662,3,11,1978,13,PF,F,15.0,8.0
662,663,3,11,1978,2,OT,M,18.0,25.0
663,664,3,11,1978,2,DM,M,35.0,43.0
664,665,3,11,1978,20,DM,F,35.0,43.0
665,666,3,11,1978,13,OL,M,21.0,38.0
666,667,3,11,1978,20,DM,F,35.0,42.0
667,668,3,11,1978,3,OT,M,21.0,26.0
668,669,3,11,1978,9,DS,F,50.0,146.0
669,670,3,11,1978,2,OT,F,20.0,25.0
670,671,3,11,1978,2,PE,M,20.0,28.0
671,672,3,11,1978,3,PF,M,15.0,8.0
673,674,3,11,1978,20,DS,M,49.0,122.0
676,677,3,12,1978,5,DS,M,52.0,137.0
677,678,3,12,1978,4,DS,M,49.0,131.0
678,679,3,12,1978,5,DS,F,49.0,125.0
683,684,3,12,1978,4,DM,M,35.0,43.0
687,688,3,12,1978,4,DS,F,48.0,141.0
688,689,3,12,1978,11,DS,M,53.0,138.0
689,690,3,12,1978,11,DM,M,36.0,43.0
690,691,3,12,1978,4,DS,F,50.0,124.0
693,694,3,12,1978,11,DM,F,37.0,43.0
695,696,3,12,1978,5,DM,F,37.0,45.0
696,697,3,12,1978,11,DM,M,36.0,46.0
698,699,3,12,1978,5,DM,F,36.0,43.0
699,700,3,12,1978,5,DM,M,37.0,49.0
701,702,3,12,1978,5,DM,M,35.0,47.0
707,708,3,12,1978,5,OT,M,20.0,26.0
709,710,3,13,1978,8,DS,M,49.0,152.0
710,711,3,13,1978,18,DM,F,37.0,44.0
711,712,3,13,1978,15,DM,M,36.0,48.0
712,713,3,13,1978,8,OT,M,15.0,29.0
714,715,3,13,1978,18,DM,M,36.0,49.0
715,716,3,13,1978,15,DM,M,35.0,45.0
717,718,3,13,1978,8,DO,M,35.0,57.0
719,720,3,13,1978,8,DS,F,47.0,134.0
720,721,3,13,1978,1,DM,F,37.0,44.0
722,723,3,13,1978,8,OT,F,16.0,35.0
723,724,3,13,1978,15,DM,M,37.0,48.0
728,729,3,13,1978,15,DM,M,36.0,46.0
730,731,4,8,1978,2,DS,F,47.0,110.0
769,770,4,9,1978,4,DM,M,37.0,26.0
770,771,4,9,1978,4,DM,M,35.0,44.0
772,773,4,9,1978,5,DM,M,37.0,48.0
773,774,4,9,1978,5,DM,M,36.0,39.0
774,775,4,9,1978,5,DM,M,37.0,44.0
775,776,4,9,1978,5,DM,M,37.0,45.0
776,777,4,9,1978,8,OT,M,20.0,27.0
777,778,4,9,1978,8,DM,M,36.0,36.0
780,781,4,9,1978,11,DM,F,37.0,45.0
781,782,4,9,1978,11,DM,M,37.0,47.0
782,783,4,9,1978,14,DS,F,47.0,90.0
784,785,4,9,1978,17,DM,M,39.0,49.0
785,786,4,9,1978,11,DS,M,52.0,131.0
786,787,4,9,1978,5,DS,F,50.0,114.0
787,788,4,9,1978,17,DM,M,36.0,42.0
788,789,4,9,1978,8,DS,M,52.0,148.0
789,790,4,9,1978,5,DS,F,50.0,76.0
790,791,4,9,1978,5,DS,M,53.0,141.0
791,792,4,9,1978,17,DM,F,34.0,42.0
792,793,4,9,1978,4,DS,F,49.0,121.0
793,794,4,9,1978,11,DM,M,35.0,44.0
794,795,4,9,1978,17,DO,F,33.0,55.0
795,796,4,9,1978,4,DS,M,50.0,133.0
796,797,4,9,1978,17,DS,M,50.0,142.0
797,798,4,9,1978,8,DS,F,48.0,142.0
798,799,4,9,1978,11,DM,F,36.0,46.0
799,800,4,9,1978,5,DM,F,35.0,50.0
800,801,4,9,1978,14,DS,F,46.0,142.0
802,803,4,9,1978,4,DS,F,48.0,84.0
803,804,4,9,1978,4,DM,M,34.0,42.0
804,805,4,9,1978,17,DS,F,47.0,142.0
805,806,4,9,1978,4,DS,F,47.0,118.0
806,807,4,9,1978,17,DM,F,35.0,43.0
807,808,4,9,1978,11,DS,F,51.0,132.0
808,809,4,9,1978,11,DS,F,47.0,75.0
813,814,4,10,1978,1,DS,M,55.0,168.0
814,815,4,10,1978,1,DM,F,38.0,43.0
815,816,4,10,1978,18,DS,F,46.0,84.0
817,818,4,10,1978,1,DS,F,49.0,87.0
819,820,4,10,1978,18,DM,F,35.0,42.0
820,821,4,10,1978,16,DM,F,34.0,41.0
821,822,4,10,1978,1,DS,F,48.0,140.0
822,823,4,10,1978,18,DM,F,33.0,40.0
823,824,4,10,1978,12,DM,M,38.0,45.0
825,826,4,10,1978,16,OT,M,20.0,18.0
826,827,4,10,1978,15,DM,M,36.0,47.0
828,829,4,10,1978,1,DS,M,48.0,89.0
829,830,4,10,1978,18,DM,M,38.0,51.0
832,833,5,6,1978,2,PF,M,14.0,8.0
833,834,5,6,1978,22,DM,M,38.0,47.0
834,835,5,6,1978,2,DS,M,53.0,149.0
835,836,5,6,1978,9,DS,F,49.0,124.0
836,837,5,6,1978,6,DS,F,48.0,73.0
837,838,5,6,1978,2,DM,M,37.0,48.0
838,839,5,6,1978,9,DS,M,51.0,139.0
839,840,5,6,1978,6,DM,M,37.0,41.0
841,842,5,6,1978,2,DM,F,38.0,41.0
842,843,5,6,1978,22,DS,F,50.0,114.0
843,844,5,6,1978,9,DS,F,46.0,59.0
844,845,5,6,1978,2,NL,M,32.0,204.0
846,847,5,6,1978,20,DM,M,35.0,45.0
847,848,5,6,1978,22,NL,M,32.0,212.0
848,849,5,6,1978,2,DM,M,36.0,43.0
849,850,5,6,1978,22,DS,F,48.0,91.0
850,851,5,6,1978,9,DS,M,46.0,50.0
851,852,5,6,1978,13,DM,M,36.0,44.0
852,853,5,6,1978,9,DS,F,49.0,113.0
853,854,5,6,1978,9,DM,M,36.0,36.0
855,856,5,6,1978,9,DM,F,37.0,50.0
858,859,5,6,1978,21,OT,F,13.0,9.0
860,861,5,17,1978,21,OL,F,19.0,29.0
861,862,5,17,1978,5,DS,M,52.0,137.0
862,863,5,17,1978,5,DS,M,48.0,57.0
864,865,5,17,1978,20,DM,F,37.0,31.0
865,866,5,17,1978,12,DM,F,37.0,41.0
866,867,5,17,1978,6,DM,M,37.0,37.0
867,868,5,17,1978,6,DS,F,50.0,83.0
868,869,5,17,1978,20,NL,F,33.0,174.0
869,870,5,17,1978,22,DS,F,49.0,116.0
871,872,5,17,1978,20,DS,M,52.0,130.0
873,874,5,17,1978,20,DM,M,37.0,40.0
874,875,5,17,1978,5,NL,F,33.0,212.0
875,876,5,17,1978,6,DM,M,36.0,41.0
876,877,5,17,1978,12,DS,F,50.0,83.0
880,881,5,18,1978,18,DM,F,35.0,41.0
881,882,5,18,1978,11,DS,M,52.0,118.0
882,883,5,18,1978,17,PM,F,20.0,22.0
883,884,5,18,1978,18,DS,M,49.0,102.0
884,885,5,18,1978,11,DM,M,36.0,42.0
886,887,5,18,1978,11,DM,F,34.0,29.0
887,888,5,18,1978,17,DM,M,34.0,23.0
888,889,5,18,1978,18,DS,F,50.0,138.0
889,890,5,18,1978,17,DS,M,49.0,131.0
890,891,5,18,1978,17,DM,M,35.0,41.0
891,892,5,18,1978,17,DS,F,50.0,115.0
892,893,5,18,1978,14,DS,F,48.0,121.0
893,894,5,18,1978,17,DM,F,35.0,38.0
894,895,5,18,1978,4,DS,M,50.0,126.0
895,896,5,18,1978,4,DS,F,50.0,120.0
896,897,5,18,1978,11,PP,M,21.0,15.0
897,898,5,18,1978,11,DM,F,35.0,29.0
898,899,5,18,1978,18,DM,F,33.0,43.0
899,900,5,18,1978,15,DM,M,37.0,41.0
900,901,5,18,1978,4,DS,F,48.0,68.0
903,904,5,18,1978,11,DS,F,52.0,97.0
904,905,5,18,1978,17,DM,M,33.0,21.0
905,906,5,18,1978,11,DM,M,34.0,21.0
906,907,5,18,1978,14,DM,F,36.0,44.0
907,908,5,18,1978,17,DO,M,33.0,18.0
908,909,5,18,1978,4,DM,M,36.0,40.0
909,910,5,18,1978,17,DM,F,37.0,41.0
910,911,5,19,1978,9,DS,F,48.0,129.0
912,913,5,19,1978,1,DM,M,37.0,42.0
914,915,5,19,1978,13,OT,F,18.0,24.0
915,916,5,19,1978,8,DS,F,50.0,108.0
916,917,5,19,1978,1,DS,M,52.0,160.0
917,918,5,19,1978,2,OT,F,21.0,30.0
918,919,5,19,1978,8,DO,M,35.0,54.0
919,920,5,19,1978,8,PF,F,15.0,7.0
920,921,5,19,1978,8,DS,F,48.0,125.0
921,922,5,19,1978,1,DS,M,50.0,100.0
922,923,5,19,1978,1,DM,M,34.0,21.0
923,924,5,19,1978,2,DM,M,37.0,49.0
924,925,5,19,1978,9,DM,M,36.0,35.0
925,926,5,19,1978,1,DO,M,35.0,37.0
926,927,5,19,1978,9,DS,F,48.0,64.0
928,929,5,19,1978,1,DS,M,48.0,54.0
929,930,5,19,1978,2,DM,M,36.0,44.0
930,931,5,19,1978,9,DS,F,46.0,90.0
931,932,5,19,1978,1,DM,F,37.0,39.0
932,933,5,19,1978,2,PP,F,20.0,13.0
933,934,5,19,1978,2,DS,F,47.0,114.0
937,938,6,8,1978,20,DM,M,38.0,46.0
938,939,6,8,1978,8,DS,F,51.0,110.0
939,940,6,8,1978,11,DS,M,51.0,119.0
940,941,6,8,1978,17,DM,M,36.0,29.0
