,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
7185,7186,1,12,1983,11,DM,M,36.0,43.0
7188,7189,1,12,1983,11,PM,M,21.0,24.0
7189,7190,1,12,1983,17,DS,M,50.0,130.0
7190,7191,1,12,1983,24,PM,M,19.0,19.0
7191,7192,1,12,1983,12,DM,M,35.0,44.0
7192,7193,1,12,1983,20,RM,F,16.0,8.0
7193,7194,1,12,1983,13,DS,M,49.0,125.0
7194,7195,1,12,1983,14,DM,M,35.0,40.0
7195,7196,1,12,1983,11,RM,M,17.0,8.0
7196,7197,1,12,1983,24,OT,M,21.0,25.0
7197,7198,1,12,1983,12,DM,M,37.0,39.0
7198,7199,1,12,1983,14,RM,F,17.0,8.0
7199,7200,1,12,1983,17,NL,F,29.0,145.0
7200,7201,1,12,1983,11,PF,F,15.0,6.0
7201,7202,1,12,1983,17,DO,F,37.0,48.0
7202,7203,1,12,1983,19,RM,F,16.0,7.0
7203,7204,1,12,1983,19,RM,M,17.0,8.0
7204,7205,1,12,1983,20,DM,F,37.0,38.0
7205,7206,1,12,1983,14,DM,F,37.0,41.0
7207,7208,1,12,1983,19,PF,M,15.0,5.0
7208,7209,1,12,1983,24,DM,F,37.0,36.0
7209,7210,1,12,1983,22,PF,M,16.0,7.0
7210,7211,1,12,1983,24,DM,F,36.0,38.0
7211,7212,1,12,1983,14,OL,M,21.0,40.0
7212,7213,1,12,1983,19,RM,F,15.0,12.0
7213,7214,1,12,1983,24,RM,F,17.0,8.0
7214,7215,1,12,1983,15,PM,M,21.0,21.0
7215,7216,1,12,1983,12,DM,F,33.0,38.0
7216,7217,1,12,1983,22,DS,M,49.0,132.0
7217,7218,1,12,1983,12,DS,F,49.0,110.0
7218,7219,1,12,1983,13,DM,F,37.0,39.0
7219,7220,1,12,1983,14,DM,F,37.0,38.0
7220,7221,1,12,1983,18,RM,M,17.0,9.0
7221,7222,1,12,1983,17,RM,M,17.0,9.0
7222,7223,1,12,1983,11,DM,M,36.0,46.0
7223,7224,1,12,1983,22,DM,F,37.0,36.0
7224,7225,1,12,1983,12,DM,M,38.0,42.0
7225,7226,1,12,1983,13,DM,M,36.0,47.0
7226,7227,1,12,1983,18,RM,F,16.0,8.0
7227,7228,1,12,1983,11,DS,F,51.0,118.0
7228,7229,1,12,1983,14,RM,M,18.0,11.0
7229,7230,1,12,1983,15,OT,F,19.0,25.0
7230,7231,1,12,1983,18,OL,M,22.0,36.0
7231,7232,1,12,1983,21,RM,M,15.0,8.0
7232,7233,1,12,1983,20,DM,M,36.0,39.0
7237,7238,1,13,1983,5,DM,M,36.0,48.0
7238,7239,1,13,1983,3,RM,M,17.0,12.0
7239,7240,1,13,1983,1,DM,M,36.0,46.0
7240,7241,1,13,1983,4,DM,M,35.0,40.0
7241,7242,1,13,1983,9,OL,M,21.0,33.0
7242,7243,1,13,1983,1,DO,F,35.0,46.0
7243,7244,1,13,1983,4,DM,F,37.0,37.0
7244,7245,1,13,1983,1,DO,F,34.0,48.0
7245,7246,1,13,1983,2,DM,M,36.0,40.0
7246,7247,1,13,1983,3,RM,M,15.0,9.0
7247,7248,1,13,1983,6,DM,F,35.0,41.0
7248,7249,1,13,1983,9,DO,M,36.0,44.0
7249,7250,1,13,1983,6,OL,F,21.0,38.0
7250,7251,1,13,1983,9,DO,M,34.0,51.0
7251,7252,1,13,1983,8,DO,F,37.0,49.0
7252,7253,1,13,1983,1,DO,F,35.0,54.0
7253,7254,1,13,1983,4,PF,M,15.0,6.0
7254,7255,1,13,1983,5,DM,F,35.0,39.0
7255,7256,1,13,1983,1,DM,M,35.0,46.0
7256,7257,1,13,1983,4,DM,F,35.0,34.0
7257,7258,1,13,1983,1,DO,M,35.0,52.0
7258,7259,1,13,1983,5,DM,M,34.0,39.0
7259,7260,1,13,1983,2,DS,M,51.0,148.0
7260,7261,1,13,1983,6,DO,M,34.0,48.0
7261,7262,1,13,1983,1,DO,M,35.0,58.0
7262,7263,1,13,1983,2,DO,F,35.0,44.0
7263,7264,1,13,1983,5,DM,M,37.0,43.0
7264,7265,1,13,1983,6,DM,M,38.0,41.0
7265,7266,1,13,1983,4,PF,M,14.0,6.0
7266,7267,1,13,1983,3,DM,M,37.0,39.0
7267,7268,1,13,1983,4,DS,F,46.0,113.0
7268,7269,1,13,1983,4,DM,F,35.0,42.0
7269,7270,1,13,1983,2,OT,M,21.0,26.0
7270,7271,1,13,1983,9,DM,F,35.0,37.0
7271,7272,1,13,1983,4,DM,F,37.0,37.0
7272,7273,1,13,1983,8,PF,M,15.0,5.0
7273,7274,1,13,1983,5,DM,M,36.0,40.0
7274,7275,1,13,1983,3,PF,M,15.0,5.0
7275,7276,1,13,1983,8,PF,F,16.0,6.0
7276,7277,1,13,1983,1,DO,F,36.0,55.0
7277,7278,1,13,1983,3,DM,F,38.0,42.0
7278,7279,1,13,1983,6,DM,M,35.0,42.0
7280,7281,1,13,1983,2,DO,F,35.0,36.0
7281,7282,1,13,1983,6,DO,F,36.0,47.0
7282,7283,1,13,1983,9,DM,F,34.0,33.0
7283,7284,1,13,1983,8,DS,F,49.0,107.0
7284,7285,1,13,1983,6,DM,F,36.0,38.0
7285,7286,1,13,1983,1,DM,M,38.0,49.0
7286,7287,1,13,1983,6,DO,F,35.0,56.0
7287,7288,1,13,1983,1,DS,F,52.0,131.0
7288,7289,1,13,1983,3,DM,M,36.0,43.0
7290,7291,1,13,1983,4,DM,F,39.0,38.0
7291,7292,1,13,1983,6,DM,F,36.0,39.0
7292,7293,1,13,1983,1,DM,M,36.0,43.0
7293,7294,1,13,1983,2,DM,F,35.0,36.0
7294,7295,1,13,1983,1,DM,M,36.0,44.0
7295,7296,1,13,1983,5,DM,M,37.0,42.0
7296,7297,1,13,1983,6,DM,M,37.0,45.0
7297,7298,1,13,1983,1,DM,F,35.0,34.0
7298,7299,1,13,1983,3,DM,M,37.0,47.0
7299,7300,1,13,1983,4,DS,M,51.0,131.0
7300,7301,1,13,1983,1,PF,F,16.0,5.0
7301,7302,1,13,1983,4,DS,M,48.0,120.0
7303,7304,1,13,1983,6,DO,M,34.0,48.0
7304,7305,1,13,1983,9,OL,M,22.0,34.0
7305,7306,1,13,1983,1,DM,F,36.0,35.0
7306,7307,1,13,1983,5,DM,M,37.0,46.0
7307,7308,1,13,1983,1,DM,F,36.0,40.0
7308,7309,1,13,1983,6,DM,M,36.0,41.0
7309,7310,1,13,1983,1,DM,M,37.0,41.0
7310,7311,1,13,1983,2,PE,M,20.0,21.0
7312,7313,1,13,1983,6,PM,M,19.0,24.0
7313,7314,1,13,1983,8,DS,F,51.0,108.0
7314,7315,1,13,1983,3,DM,M,37.0,43.0
7315,7316,1,13,1983,9,DM,F,35.0,33.0
7316,7317,2,26,1983,12,DO,F,34.0,51.0
7317,7318,2,26,1983,12,RM,M,17.0,8.0
7318,7319,2,26,1983,24,OT,F,20.0,29.0
7319,7320,2,26,1983,24,DM,M,35.0,43.0
7320,7321,2,26,1983,12,DO,M,35.0,48.0
7321,7322,2,26,1983,18,OL,F,21.0,28.0
7322,7323,2,26,1983,18,DM,F,35.0,39.0
7323,7324,2,26,1983,12,RM,F,17.0,8.0
7324,7325,2,26,1983,18,OL,M,21.0,41.0
7325,7326,2,26,1983,11,DM,F,37.0,36.0
7326,7327,2,26,1983,12,DM,F,37.0,38.0
7327,7328,2,26,1983,24,OT,F,21.0,22.0
7328,7329,2,26,1983,11,DO,F,36.0,38.0
7329,7330,2,26,1983,11,DO,M,37.0,53.0
7330,7331,2,26,1983,12,DM,M,36.0,43.0
7331,7332,2,26,1983,12,DS,M,51.0,128.0
7332,7333,2,26,1983,24,OT,M,21.0,26.0
7333,7334,2,26,1983,24,OT,F,21.0,23.0
7334,7335,2,26,1983,24,RM,M,17.0,10.0
7335,7336,2,26,1983,18,RM,F,16.0,9.0
7336,7337,2,26,1983,11,DM,M,36.0,39.0
7337,7338,2,26,1983,11,OL,M,21.0,34.0
7338,7339,2,26,1983,12,DM,F,34.0,40.0
7339,7340,2,26,1983,18,DO,M,37.0,53.0
7340,7341,2,26,1983,11,OL,F,19.0,31.0
7342,7343,2,26,1983,12,DM,M,37.0,42.0
7343,7344,2,26,1983,11,RM,M,17.0,11.0
7344,7345,2,26,1983,11,DM,M,36.0,43.0
7346,7347,2,26,1983,19,PF,M,14.0,5.0
7347,7348,2,26,1983,18,DO,F,36.0,47.0
7348,7349,2,26,1983,17,DM,F,37.0,41.0
7349,7350,2,26,1983,11,OT,M,21.0,26.0
7350,7351,2,26,1983,18,DM,F,36.0,37.0
7352,7353,2,26,1983,17,DS,M,49.0,122.0
7353,7354,2,26,1983,11,PM,M,21.0,25.0
7354,7355,2,26,1983,12,DM,F,34.0,39.0
7355,7356,2,26,1983,18,NL,M,33.0,235.0
7356,7357,2,26,1983,18,DM,M,37.0,44.0
7357,7358,2,26,1983,17,DO,F,35.0,53.0
7358,7359,2,26,1983,24,RM,F,16.0,7.0
7360,7361,2,26,1983,24,DM,F,37.0,38.0
7361,7362,2,26,1983,24,DM,F,37.0,41.0
7362,7363,2,26,1983,11,DM,M,37.0,49.0
7363,7364,2,26,1983,17,RM,F,16.0,10.0
7364,7365,2,26,1983,11,DM,M,35.0,43.0
7365,7366,2,26,1983,12,DM,M,35.0,42.0
7366,7367,2,27,1983,3,PE,M,21.0,20.0
7367,7368,2,27,1983,5,OL,M,22.0,46.0
7368,7369,2,27,1983,22,RM,M,18.0,9.0
7369,7370,2,27,1983,14,DS,M,49.0,117.0
7370,7371,2,27,1983,1,DO,M,35.0,54.0
7371,7372,2,27,1983,23,RM,M,16.0,8.0
7372,7373,2,27,1983,8,DO,F,37.0,54.0
7373,7374,2,27,1983,4,DM,M,35.0,42.0
7374,7375,2,27,1983,5,OL,F,18.0,14.0
7375,7376,2,27,1983,6,DO,F,34.0,49.0
7377,7378,2,27,1983,2,DS,M,52.0,141.0
7379,7380,2,27,1983,22,DM,F,34.0,38.0
7380,7381,2,27,1983,20,DO,M,37.0,53.0
7381,7382,2,27,1983,13,DM,M,39.0,48.0
7382,7383,2,27,1983,1,DO,F,34.0,56.0
7383,7384,2,27,1983,23,RM,F,17.0,9.0
7384,7385,2,27,1983,14,DM,F,36.0,43.0
7385,7386,2,27,1983,20,DM,F,36.0,40.0
7386,7387,2,27,1983,16,RM,F,16.0,12.0
7387,7388,2,27,1983,5,DM,M,34.0,43.0
7388,7389,2,27,1983,21,RM,F,15.0,8.0
7389,7390,2,27,1983,7,RM,M,17.0,14.0
7390,7391,2,27,1983,5,DM,F,36.0,47.0
7391,7392,2,27,1983,22,PF,M,17.0,7.0
7392,7393,2,27,1983,4,DM,F,37.0,38.0
7393,7394,2,27,1983,1,DS,F,49.0,143.0
7394,7395,2,27,1983,5,DM,M,38.0,46.0
7395,7396,2,27,1983,5,DM,F,35.0,48.0
7397,7398,2,27,1983,10,RM,M,17.0,11.0
7398,7399,2,27,1983,1,DO,M,35.0,52.0
7399,7400,2,27,1983,14,DM,M,34.0,42.0
7400,7401,2,27,1983,13,DO,M,34.0,46.0
7401,7402,2,27,1983,2,DM,M,35.0,44.0
7402,7403,2,27,1983,22,DS,M,48.0,122.0
7403,7404,2,27,1983,15,OL,M,21.0,33.0
7405,7406,2,27,1983,1,DO,F,38.0,57.0
7406,7407,2,27,1983,2,DO,F,37.0,47.0
7407,7408,2,27,1983,4,DM,M,36.0,46.0
7408,7409,2,27,1983,5,DM,M,35.0,42.0
7409,7410,2,27,1983,15,OT,M,21.0,25.0
7410,7411,2,27,1983,5,DM,M,37.0,50.0
7411,7412,2,27,1983,6,DM,M,37.0,45.0
7412,7413,2,27,1983,23,PM,M,19.0,18.0
7413,7414,2,27,1983,2,DO,M,36.0,38.0
7414,7415,2,27,1983,4,PF,M,16.0,6.0
7415,7416,2,27,1983,8,DS,F,49.0,121.0
7416,7417,2,27,1983,2,PE,M,19.0,22.0
7417,7418,2,27,1983,5,DM,M,37.0,48.0
7418,7419,2,27,1983,6,DM,F,37.0,40.0
7419,7420,2,27,1983,2,DM,F,36.0,42.0
7420,7421,2,27,1983,3,PF,M,16.0,7.0
7421,7422,2,27,1983,5,OL,F,20.0,31.0
7422,7423,2,27,1983,16,RM,M,15.0,7.0
7423,7424,2,27,1983,4,DM,F,35.0,49.0
7424,7425,2,27,1983,6,DM,M,38.0,44.0
7425,7426,2,27,1983,22,DS,M,50.0,128.0
7426,7427,2,27,1983,20,DM,M,36.0,41.0
7427,7428,2,27,1983,15,RM,M,17.0,8.0
7428,7429,2,27,1983,13,DM,M,37.0,47.0
7429,7430,2,27,1983,1,DM,F,34.0,36.0
7430,7431,2,27,1983,15,PF,M,16.0,6.0
7431,7432,2,27,1983,14,DM,F,36.0,48.0
7432,7433,2,27,1983,1,OL,M,21.0,45.0
7433,7434,2,27,1983,5,DM,M,37.0,43.0
7434,7435,2,27,1983,8,DS,F,51.0,117.0
7437,7438,2,27,1983,20,DM,F,35.0,40.0
7438,7439,2,27,1983,1,OT,M,18.0,18.0
7439,7440,2,27,1983,2,PE,F,19.0,23.0
7441,7442,2,27,1983,6,DM,M,36.0,46.0
7442,7443,2,27,1983,14,DM,F,37.0,39.0
7443,7444,2,27,1983,13,DM,F,36.0,42.0
7444,7445,2,27,1983,22,DM,F,36.0,38.0
7445,7446,2,27,1983,8,DO,M,36.0,54.0
7446,7447,2,27,1983,9,DM,F,35.0,35.0
7447,7448,2,27,1983,16,RM,M,16.0,10.0
7448,7449,2,27,1983,13,DS,M,51.0,130.0
7449,7450,2,27,1983,1,DM,M,37.0,48.0
7451,7452,2,27,1983,6,RM,M,16.0,10.0
7452,7453,2,27,1983,1,DM,F,35.0,37.0
7453,7454,2,27,1983,6,DM,M,37.0,48.0
7455,7456,2,27,1983,19,RM,M,15.0,8.0
7456,7457,2,27,1983,10,RM,M,17.0,9.0
7457,7458,2,27,1983,22,DM,M,34.0,47.0
7458,7459,2,27,1983,7,RM,M,17.0,10.0
7459,7460,3,14,1983,12,DS,M,52.0,127.0
7460,7461,3,14,1983,19,RM,F,15.0,8.0
7461,7462,3,14,1983,24,PF,F,15.0,6.0
7462,7463,3,14,1983,11,DS,F,50.0,104.0
7463,7464,3,14,1983,18,RM,M,16.0,8.0
7465,7466,3,14,1983,22,DM,F,33.0,38.0
7466,7467,3,14,1983,24,DM,F,36.0,41.0
7467,7468,3,14,1983,19,PF,M,14.0,5.0
7468,7469,3,14,1983,18,DM,F,34.0,44.0
7469,7470,3,14,1983,22,RM,M,17.0,9.0
7470,7471,3,14,1983,12,RM,F,16.0,9.0
7471,7472,3,14,1983,17,RM,F,17.0,10.0
7473,7474,3,14,1983,18,DS,F,51.0,141.0
7474,7475,3,14,1983,17,DM,F,34.0,36.0
7475,7476,3,14,1983,17,DS,M,50.0,124.0
7476,7477,3,14,1983,22,PF,M,16.0,7.0
7477,7478,3,14,1983,21,RM,M,16.0,10.0
7478,7479,3,14,1983,12,DO,M,36.0,49.0
7479,7480,3,14,1983,24,RM,F,16.0,9.0
7480,7481,3,14,1983,19,PM,M,21.0,26.0
7481,7482,3,14,1983,18,RM,F,17.0,9.0
7482,7483,3,14,1983,12,OL,F,20.0,29.0
7483,7484,3,14,1983,24,RM,M,17.0,11.0
7484,7485,3,14,1983,12,DM,M,36.0,51.0
7485,7486,3,14,1983,24,DO,M,35.0,50.0
7486,7487,3,14,1983,22,PF,M,16.0,7.0
7487,7488,3,14,1983,19,RM,M,16.0,8.0
7488,7489,3,14,1983,22,DM,M,36.0,42.0
7489,7490,3,14,1983,20,DM,F,36.0,41.0
7490,7491,3,14,1983,21,PF,F,16.0,5.0
7491,7492,3,14,1983,11,DM,M,34.0,42.0
7492,7493,3,14,1983,11,DM,M,37.0,46.0
7493,7494,3,14,1983,20,DO,M,36.0,52.0
7494,7495,3,14,1983,12,DM,F,37.0,40.0
7495,7496,3,14,1983,24,PE,F,18.0,20.0
7496,7497,3,14,1983,22,DS,F,50.0,160.0
7497,7498,3,14,1983,11,DM,M,36.0,45.0
7498,7499,3,14,1983,12,RM,M,17.0,11.0
7499,7500,3,14,1983,11,DM,F,37.0,37.0
7500,7501,3,14,1983,24,DM,M,35.0,44.0
7501,7502,3,14,1983,13,DM,F,37.0,45.0
7502,7503,3,14,1983,11,OT,F,21.0,28.0
7503,7504,3,14,1983,24,RM,F,15.0,7.0
7504,7505,3,14,1983,17,DM,F,35.0,42.0
7506,7507,3,14,1983,18,OL,M,22.0,36.0
7507,7508,3,14,1983,18,DM,M,33.0,41.0
7508,7509,3,14,1983,17,OL,M,20.0,36.0
7509,7510,3,14,1983,24,OT,M,20.0,29.0
7510,7511,3,14,1983,11,RM,M,18.0,14.0
7511,7512,3,14,1983,21,PF,M,16.0,7.0
7512,7513,3,14,1983,12,DM,F,34.0,42.0
7513,7514,3,14,1983,21,RM,F,15.0,8.0
7514,7515,3,14,1983,20,DM,M,36.0,42.0
7515,7516,3,14,1983,11,RM,M,18.0,11.0
7516,7517,3,14,1983,12,DM,M,37.0,44.0
7517,7518,3,14,1983,12,DS,F,50.0,118.0
7518,7519,3,14,1983,11,PF,M,17.0,6.0
7519,7520,3,14,1983,24,RM,M,15.0,8.0
7520,7521,3,14,1983,24,DM,F,36.0,47.0
7521,7522,3,14,1983,18,DM,M,34.0,44.0
7522,7523,3,14,1983,11,DM,F,36.0,49.0
7523,7524,3,14,1983,12,DO,M,35.0,48.0
7524,7525,3,14,1983,11,DM,M,37.0,52.0
7525,7526,3,14,1983,20,RM,F,16.0,8.0
7527,7528,3,14,1983,12,DM,M,37.0,46.0
7528,7529,3,14,1983,13,DS,F,48.0,122.0
7529,7530,3,14,1983,19,RM,M,15.0,8.0
7530,7531,3,14,1983,22,DM,F,35.0,45.0
7531,7532,3,14,1983,11,DS,F,51.0,118.0
7532,7533,3,14,1983,22,DM,M,37.0,48.0
7533,7534,3,14,1983,18,RM,M,16.0,10.0
7534,7535,3,14,1983,17,DO,F,34.0,53.0
7535,7536,3,14,1983,13,DS,M,50.0,128.0
7536,7537,3,14,1983,11,DM,M,37.0,46.0
7537,7538,3,14,1983,17,OT,F,21.0,26.0
7538,7539,3,14,1983,22,DM,M,36.0,45.0
7539,7540,3,14,1983,13,DM,M,37.0,48.0
7544,7545,3,15,1983,4,DM,F,35.0,46.0
7545,7546,3,15,1983,9,DO,M,35.0,53.0
7547,7548,3,15,1983,1,OL,F,22.0,43.0
7548,7549,3,15,1983,3,PF,M,16.0,6.0
7550,7551,3,15,1983,15,PF,M,16.0,6.0
7551,7552,3,15,1983,1,PF,M,15.0,6.0
7552,7553,3,15,1983,2,DM,M,37.0,43.0
7553,7554,3,15,1983,4,DM,M,34.0,42.0
7554,7555,3,15,1983,9,DO,F,33.0,47.0
7555,7556,3,15,1983,1,OL,F,20.0,48.0
7556,7557,3,15,1983,6,OT,M,19.0,27.0
7557,7558,3,15,1983,2,DM,F,35.0,36.0
7558,7559,3,15,1983,8,DO,M,37.0,53.0
7559,7560,3,15,1983,1,DO,M,33.0,54.0
7560,7561,3,15,1983,5,DM,F,36.0,44.0
7561,7562,3,15,1983,6,DO,M,35.0,53.0
7562,7563,3,15,1983,1,DO,F,34.0,52.0
7563,7564,3,15,1983,2,DS,M,50.0,91.0
7564,7565,3,15,1983,6,DO,M,34.0,47.0
7565,7566,3,15,1983,2,DO,F,37.0,49.0
7566,7567,3,15,1983,9,PF,M,14.0,7.0
7567,7568,3,15,1983,8,PF,F,15.0,7.0
7568,7569,3,15,1983,5,RM,F,15.0,11.0
7569,7570,3,15,1983,15,RM,M,17.0,12.0
7570,7571,3,15,1983,1,OL,M,19.0,27.0
7571,7572,3,15,1983,5,PF,M,16.0,9.0
7572,7573,3,15,1983,8,DS,F,48.0,107.0
7573,7574,3,15,1983,14,DS,M,49.0,115.0
7574,7575,3,15,1983,5,DM,M,35.0,43.0
7575,7576,3,15,1983,5,DM,F,37.0,38.0
7576,7577,3,15,1983,15,OL,M,21.0,34.0
7577,7578,3,15,1983,2,PE,M,21.0,26.0
7578,7579,3,15,1983,9,DO,M,34.0,57.0
7579,7580,3,15,1983,8,DS,F,49.0,129.0
7580,7581,3,15,1983,15,PF,M,16.0,7.0
7581,7582,3,15,1983,14,DM,M,36.0,45.0
7582,7583,3,15,1983,2,RM,M,16.0,11.0
7583,7584,3,15,1983,8,DO,F,36.0,52.0
7584,7585,3,15,1983,15,RM,M,17.0,11.0
7585,7586,3,15,1983,6,DM,M,36.0,50.0
7586,7587,3,15,1983,1,DS,F,50.0,138.0
7587,7588,3,15,1983,4,PF,M,15.0,5.0
7588,7589,3,15,1983,6,DO,F,35.0,45.0
7589,7590,3,15,1983,1,OL,M,22.0,43.0
7590,7591,3,15,1983,8,PF,F,16.0,6.0
7592,7593,3,15,1983,15,PF,M,16.0,7.0
7595,7596,3,15,1983,5,DM,F,36.0,39.0
7597,7598,3,15,1983,8,PF,F,15.0,5.0
7598,7599,3,15,1983,3,PF,M,16.0,6.0
7599,7600,3,15,1983,2,DS,M,52.0,144.0
7600,7601,3,15,1983,14,DM,F,35.0,44.0
7601,7602,3,15,1983,4,DM,F,36.0,43.0
7602,7603,3,15,1983,3,PF,F,15.0,5.0
7603,7604,3,15,1983,6,DO,F,37.0,58.0
7604,7605,3,15,1983,1,DS,F,51.0,153.0
7605,7606,3,15,1983,9,OL,F,20.0,27.0
7606,7607,3,15,1983,14,PE,M,19.0,24.0
7607,7608,3,15,1983,1,DM,F,35.0,42.0
7608,7609,3,15,1983,6,DO,M,36.0,52.0
7609,7610,3,15,1983,1,OL,M,21.0,36.0
7611,7612,3,15,1983,4,DM,M,37.0,47.0
7612,7613,3,15,1983,5,DM,M,34.0,44.0
7614,7615,3,15,1983,5,DM,M,36.0,43.0
7615,7616,3,15,1983,6,RM,M,17.0,11.0
7616,7617,3,15,1983,8,PF,M,15.0,6.0
7617,7618,3,15,1983,1,DS,M,51.0,146.0
7618,7619,3,15,1983,6,DM,M,38.0,46.0
7619,7620,3,15,1983,8,PF,M,14.0,6.0
7620,7621,3,15,1983,14,DM,M,35.0,43.0
7621,7622,3,15,1983,1,DM,M,36.0,46.0
7622,7623,3,15,1983,1,DM,F,34.0,38.0
7623,7624,3,15,1983,3,DM,F,35.0,48.0
7624,7625,3,15,1983,5,DM,M,36.0,49.0
7625,7626,3,15,1983,8,DS,F,50.0,113.0
7626,7627,3,15,1983,5,DM,F,35.0,34.0
7627,7628,3,15,1983,6,OL,M,21.0,33.0
7628,7629,3,15,1983,14,DM,F,35.0,41.0
7629,7630,3,15,1983,6,OT,F,21.0,26.0
7630,7631,3,15,1983,1,DM,M,37.0,45.0
7631,7632,3,15,1983,15,RM,F,16.0,9.0
7632,7633,3,15,1983,1,DM,M,38.0,52.0
7633,7634,3,15,1983,6,DM,M,35.0,48.0
7634,7635,4,16,1983,14,PE,M,20.0,26.0
7635,7636,4,16,1983,16,RM,M,19.0,11.0
7636,7637,4,16,1983,17,DO,M,37.0,56.0
7637,7638,4,16,1983,18,DS,F,52.0,117.0
7638,7639,4,16,1983,19,PF,M,16.0,8.0
7639,7640,4,16,1983,21,PF,M,16.0,8.0
7640,7641,4,16,1983,18,DM,M,38.0,52.0
7641,7642,4,16,1983,13,PP,M,21.0,16.0
7642,7643,4,16,1983,20,DO,M,36.0,57.0
7643,7644,4,16,1983,12,NL,M,32.0,94.0
7645,7646,4,16,1983,12,DS,M,53.0,130.0
7646,7647,4,16,1983,21,RM,F,17.0,12.0
7647,7648,4,16,1983,13,OL,M,20.0,32.0
7648,7649,4,16,1983,17,NL,F,28.0,44.0
7649,7650,4,16,1983,22,PF,M,17.0,7.0
7650,7651,4,16,1983,20,DM,F,38.0,44.0
7651,7652,4,16,1983,13,DO,M,37.0,49.0
7652,7653,4,16,1983,24,RM,M,18.0,12.0
7653,7654,4,16,1983,12,DO,M,35.0,52.0
7654,7655,4,16,1983,20,DS,M,51.0,143.0
7655,7656,4,16,1983,13,DS,F,49.0,116.0
7656,7657,4,16,1983,24,RM,M,17.0,7.0
7657,7658,4,16,1983,22,DS,M,52.0,123.0
7658,7659,4,16,1983,17,RM,M,17.0,11.0
7659,7660,4,16,1983,19,PF,M,17.0,6.0
7660,7661,4,16,1983,24,DO,M,36.0,52.0
7661,7662,4,16,1983,22,PF,M,16.0,7.0
7662,7663,4,16,1983,12,DM,M,38.0,43.0
7664,7665,4,16,1983,14,DM,M,37.0,48.0
7665,7666,4,16,1983,17,DS,M,50.0,130.0
7666,7667,4,16,1983,18,DS,F,52.0,74.0
7667,7668,4,16,1983,14,DS,M,49.0,120.0
7668,7669,4,16,1983,12,DM,F,38.0,47.0
7669,7670,4,16,1983,22,RM,F,17.0,10.0
7671,7672,4,16,1983,18,DM,F,37.0,42.0
7672,7673,4,16,1983,18,DM,M,34.0,53.0
7673,7674,4,16,1983,18,DM,F,36.0,44.0
7674,7675,4,16,1983,22,DS,F,51.0,116.0
7675,7676,4,16,1983,24,PM,M,21.0,25.0
7676,7677,4,16,1983,22,DM,M,36.0,39.0
7677,7678,4,16,1983,13,DM,F,37.0,43.0
7678,7679,4,16,1983,14,DM,F,36.0,52.0
7679,7680,4,16,1983,17,DM,F,37.0,43.0
7681,7682,4,16,1983,22,DS,M,51.0,96.0
7682,7683,4,16,1983,14,DM,M,37.0,44.0
7683,7684,4,16,1983,22,DS,M,50.0,128.0
7684,7685,4,16,1983,17,DM,F,36.0,37.0
7685,7686,4,16,1983,24,RM,F,17.0,12.0
7686,7687,4,16,1983,24,PE,M,21.0,26.0
