,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
22496,22497,7,21,1995,5,OL,F,20.0,27.0
22497,22498,7,21,1995,9,DM,M,36.0,48.0
22498,22499,7,21,1995,11,DM,M,36.0,21.0
22499,22500,7,21,1995,3,PP,M,13.0,14.0
22500,22501,7,21,1995,4,DM,F,36.0,57.0
22501,22502,7,21,1995,6,PF,M,17.0,7.0
22502,22503,7,21,1995,11,DM,F,36.0,48.0
22503,22504,7,21,1995,8,PP,M,23.0,17.0
22504,22505,7,21,1995,14,PF,M,16.0,11.0
22505,22506,7,21,1995,11,DM,M,36.0,21.0
22508,22509,7,21,1995,8,PP,M,21.0,8.0
22509,22510,7,21,1995,5,RM,F,18.0,13.0
22510,22511,7,21,1995,14,DM,M,38.0,49.0
22511,22512,7,21,1995,11,PP,M,23.0,20.0
22512,22513,7,21,1995,8,PP,F,23.0,24.0
22513,22514,7,21,1995,14,DM,M,37.0,50.0
22514,22515,7,21,1995,13,PP,M,22.0,18.0
22515,22516,7,21,1995,11,DM,M,37.0,56.0
22516,22517,7,21,1995,3,PP,M,21.0,20.0
22517,22518,7,21,1995,8,PP,F,23.0,18.0
22518,22519,7,21,1995,13,PP,F,21.0,18.0
22519,22520,7,21,1995,14,DM,F,37.0,56.0
22520,22521,7,21,1995,3,PP,F,22.0,17.0
22521,22522,7,21,1995,4,DM,F,34.0,34.0
22522,22523,7,21,1995,3,PP,F,21.0,12.0
22523,22524,7,21,1995,3,PP,F,21.0,20.0
22524,22525,7,21,1995,11,DM,M,36.0,50.0
22525,22526,7,21,1995,13,PP,F,23.0,14.0
22526,22527,7,21,1995,4,PF,F,16.0,12.0
22527,22528,7,21,1995,9,DM,M,35.0,34.0
22528,22529,7,21,1995,13,OL,F,20.0,32.0
22529,22530,7,21,1995,16,RM,M,17.0,14.0
22530,22531,7,21,1995,11,DM,F,36.0,46.0
22531,22532,7,21,1995,11,DM,M,37.0,53.0
22532,22533,7,21,1995,9,DM,F,36.0,45.0
22533,22534,7,21,1995,3,PP,M,20.0,13.0
22534,22535,7,21,1995,8,PP,M,22.0,18.0
22535,22536,7,21,1995,13,PP,M,24.0,19.0
22536,22537,7,21,1995,10,RM,F,17.0,10.0
22539,22540,8,26,1995,12,DM,M,38.0,57.0
22540,22541,8,26,1995,17,PP,F,22.0,17.0
22541,22542,8,26,1995,2,PP,F,23.0,18.0
22542,22543,8,26,1995,12,PP,F,23.0,19.0
22543,22544,8,26,1995,12,PP,F,23.0,21.0
22544,22545,8,26,1995,17,DM,M,36.0,46.0
22545,22546,8,26,1995,2,PP,F,21.0,14.0
22546,22547,8,26,1995,19,PF,M,16.0,8.0
22547,22548,8,26,1995,18,PF,F,17.0,10.0
22548,22549,8,26,1995,7,RM,M,17.0,11.0
22549,22550,8,26,1995,2,DM,F,37.0,26.0
22550,22551,8,26,1995,12,PP,M,24.0,20.0
22551,22552,8,26,1995,19,PP,F,23.0,19.0
22552,22553,8,26,1995,21,PP,F,22.0,18.0
22553,22554,8,26,1995,1,DM,F,36.0,42.0
22554,22555,8,26,1995,20,OT,F,22.0,29.0
22556,22557,8,26,1995,2,PP,M,23.0,19.0
22557,22558,8,26,1995,24,RM,M,17.0,13.0
22558,22559,8,26,1995,17,DM,F,34.0,60.0
22559,22560,8,26,1995,2,DM,F,34.0,41.0
22560,22561,8,26,1995,12,DM,M,37.0,39.0
22561,22562,8,26,1995,1,PP,F,23.0,15.0
22562,22563,8,26,1995,1,DO,M,38.0,45.0
22563,22564,8,26,1995,19,PP,F,23.0,17.0
22564,22565,8,26,1995,18,PF,M,16.0,10.0
22565,22566,8,26,1995,2,OT,F,23.0,19.0
22567,22568,8,26,1995,22,DM,M,37.0,50.0
22568,22569,8,26,1995,17,DM,M,37.0,58.0
22569,22570,8,26,1995,7,PP,F,21.0,18.0
22570,22571,8,26,1995,21,PP,F,23.0,20.0
22571,22572,8,26,1995,12,DM,F,37.0,44.0
22572,22573,8,26,1995,17,DM,M,37.0,53.0
22573,22574,8,26,1995,1,PP,F,22.0,16.0
22574,22575,8,26,1995,12,PP,M,22.0,17.0
22576,22577,8,26,1995,1,PP,F,22.0,18.0
22577,22578,8,26,1995,22,PP,F,23.0,21.0
22578,22579,8,26,1995,12,PF,M,16.0,8.0
22579,22580,8,26,1995,17,PF,F,15.0,9.0
22580,22581,8,26,1995,1,PP,F,23.0,16.0
22581,22582,8,26,1995,20,PP,F,22.0,24.0
22582,22583,8,26,1995,17,PP,M,23.0,12.0
22584,22585,8,27,1995,3,PP,F,23.0,17.0
22585,22586,8,27,1995,8,OL,F,20.0,34.0
